No.,Item,Time,Power,Force,Tail Length,EFO Current,Temp,Ball-area,Ball-Version ,Ball-Shear,Ball-Size(X) ,Ball-Size(Y) ,Ball-Size(Z) 
1,1,30,60,40,250,35,160,5,P,47.38,72,74,12
2,1,30,60,40,250,35,160,5,P,52.4,70,69,13
3,1,30,60,40,250,35,160,5,P,51.56,70,71,12
4,1,30,60,40,250,35,160,5,P,49.36,68,69,13
5,1,30,60,40,250,35,160,5,P,48.72,72,71,12
6,1,30,60,40,250,35,160,5,P,54.09,71,76,13
7,1,30,60,40,250,35,160,5,P,46.56,72,70,14
8,1,30,60,40,250,35,160,5,P,49.86,70,72,12
9,1,30,60,40,250,35,160,5,P,47.69,68,70,13
10,1,30,60,40,250,35,160,5,P,45.83,70,74,13
11,1,30,60,40,250,35,160,5,N,49.04,72,74,13
12,1,30,60,40,250,35,160,5,N,48.85,0.7,72,13
13,1,30,60,40,250,35,160,5,N,51.39,74,75,13
14,1,30,60,40,250,35,160,5,N,50.67,70,69,13
15,1,30,60,40,250,35,160,5,N,49.2,72,72,13
16,1,30,60,40,250,35,160,5,N,49.02,72,75,13
17,1,30,60,40,250,35,160,5,N,49.74,72,70,14
18,1,30,60,40,250,35,160,5,N,44.17,70,72,13
19,1,30,60,40,250,35,160,5,N,48.34,70,72,13
20,1,30,60,40,250,35,160,5,N,40.36,70,72,13
21,1,30,60,40,250,35,160,15,P,49.73,70,73,13
22,1,30,60,40,250,35,160,15,P,50.48,70,71,13
23,1,30,60,40,250,35,160,15,P,51.98,72,72,13
24,1,30,60,40,250,35,160,15,P,50.17,70,71,13
25,1,30,60,40,250,35,160,15,P,48.63,72,74,13
26,1,30,60,40,250,35,160,15,P,51.35,72,74,13
27,1,30,60,40,250,35,160,15,P,51.81,72,71,13
28,1,30,60,40,250,35,160,15,P,45.34,70,68,13
29,1,30,60,40,250,35,160,15,P,48.77,70,74,13
30,1,30,60,40,250,35,160,15,P,46.32,68,70,13
31,1,30,60,40,250,35,160,15,N,49.13,70,72,13
32,1,30,60,40,250,35,160,15,N,48.79,70,71,14
33,1,30,60,40,250,35,160,15,N,49.94,72,75,13
34,1,30,60,40,250,35,160,15,N,47.82,70,71,14
35,1,30,60,40,250,35,160,15,N,53.23,72,74,13
36,1,30,60,40,250,35,160,15,N,48.68,72,73,13
37,1,30,60,40,250,35,160,15,N,49.06,72,74,13
38,1,30,60,40,250,35,160,15,N,56.13,70,70,13
39,1,30,60,40,250,35,160,15,N,53.05,72,74,13
40,1,30,60,40,250,35,160,15,N,45.32,70,70,13
41,1,30,60,40,250,35,160,25,P,47.12,70,74,14
42,1,30,60,40,250,35,160,25,P,48.34,68,70,13
43,1,30,60,40,250,35,160,25,P,52.35,72,71,13
44,1,30,60,40,250,35,160,25,P,48.89,68,68,13
45,1,30,60,40,250,35,160,25,P,51.99,70,72,13
46,1,30,60,40,250,35,160,25,P,49.13,72,74,14
47,1,30,60,40,250,35,160,25,P,49.1,68,69,13
48,1,30,60,40,250,35,160,25,P,46.01,68,70,13
49,1,30,60,40,250,35,160,25,P,49.04,70,71,13
50,1,30,60,40,250,35,160,25,P,45.74,70,73,13
51,1,30,60,40,250,35,160,25,N,50.14,72,73,13
52,1,30,60,40,250,35,160,25,N,48.71,70,70,13
53,1,30,60,40,250,35,160,25,N,50.96,72,75,14
54,1,30,60,40,250,35,160,25,N,52.5,70,71,13
55,1,30,60,40,250,35,160,25,N,47.46,72,78,13
56,1,30,60,40,250,35,160,25,N,40.76,72,76,14
57,1,30,60,40,250,35,160,25,N,47.49,72,75,12
58,1,30,60,40,250,35,160,25,N,49.5,70,71,13
59,1,30,60,40,250,35,160,25,N,49.04,72,74,13
60,1,30,60,40,250,35,160,25,N,43.34,70,72,13
61,2,40,60,40,250,35,160,5,P,48.46,70,72,13
62,2,40,60,40,250,35,160,5,P,51.77,70,69,13
63,2,40,60,40,250,35,160,5,P,51.4,70,69,12
64,2,40,60,40,250,35,160,5,P,48.08,70,70,13
65,2,40,60,40,250,35,160,5,P,53.03,72,75,13
66,2,40,60,40,250,35,160,5,P,49.89,70,70,14
67,2,40,60,40,250,35,160,5,P,53.21,72,72,13
68,2,40,60,40,250,35,160,5,P,48.07,70,70,13
69,2,40,60,40,250,35,160,5,P,48.84,74,76,13
70,2,40,60,40,250,35,160,5,P,43.45,70,69,13
71,2,40,60,40,250,35,160,5,N,48.07,70,69,13
72,2,40,60,40,250,35,160,5,N,51.84,70,72,13
73,2,40,60,40,250,35,160,5,N,51.69,72,76,13
74,2,40,60,40,250,35,160,5,N,48.35,72,73,13
75,2,40,60,40,250,35,160,5,N,47.55,72,78,13
76,2,40,60,40,250,35,160,5,N,48.13,72,74,13
77,2,40,60,40,250,35,160,5,N,48.72,72,74,14
78,2,40,60,40,250,35,160,5,N,53.86,72,74,13
79,2,40,60,40,250,35,160,5,N,47.58,70,76,12
80,2,40,60,40,250,35,160,5,N,45.86,72,73,13
81,2,40,60,40,250,35,160,15,P,46.62,70,72,13
82,2,40,60,40,250,35,160,15,P,52.14,70,71,13
83,2,40,60,40,250,35,160,15,P,54,72,75,13
84,2,40,60,40,250,35,160,15,P,51.62,70,73,13
85,2,40,60,40,250,35,160,15,P,53.09,72,76,12
86,2,40,60,40,250,35,160,15,P,43.27,74,77,13
87,2,40,60,40,250,35,160,15,P,53.26,70,72,13
88,2,40,60,40,250,35,160,15,P,45.01,72,72,12
89,2,40,60,40,250,35,160,15,P,51.29,72,72,13
90,2,40,60,40,250,35,160,15,P,49.65,72,73,13
91,2,40,60,40,250,35,160,15,N,47.62,73,73,13
92,2,40,60,40,250,35,160,15,N,45.87,72,77,13
93,2,40,60,40,250,35,160,15,N,50.71,72,77,13
94,2,40,60,40,250,35,160,15,N,48.31,70,69,13
95,2,40,60,40,250,35,160,15,N,49.28,72,75,14
96,2,40,60,40,250,35,160,15,N,54.04,72,74,14
97,2,40,60,40,250,35,160,15,N,50.84,72,73,13
98,2,40,60,40,250,35,160,15,N,49.01,70,71,13
99,2,40,60,40,250,35,160,15,N,52.14,72,75,13
100,2,40,60,40,250,35,160,15,N,42.66,72,74,13
101,2,40,60,40,250,35,160,25,P,44.73,72,75,13
102,2,40,60,40,250,35,160,25,P,52.93,72,71,13
103,2,40,60,40,250,35,160,25,P,50.06,72,73,13
104,2,40,60,40,250,35,160,25,P,50.92,70,70,13
105,2,40,60,40,250,35,160,25,P,47.76,70,71,13
106,2,40,60,40,250,35,160,25,P,49.21,72,76,13
107,2,40,60,40,250,35,160,25,P,48.94,68,70,13
108,2,40,60,40,250,35,160,25,P,49.17,68,71,13
109,2,40,60,40,250,35,160,25,P,46.22,72,71,13
110,2,40,60,40,250,35,160,25,P,49.29,72,75,13
111,2,40,60,40,250,35,160,25,N,53.64,74,77,13
112,2,40,60,40,250,35,160,25,N,51.39,72,76,13
113,2,40,60,40,250,35,160,25,N,48.59,72,76,13
114,2,40,60,40,250,35,160,25,N,49.94,72,72,13
115,2,40,60,40,250,35,160,25,N,48.84,72,78,13
116,2,40,60,40,250,35,160,25,N,48.66,74,78,13
117,2,40,60,40,250,35,160,25,N,48.97,72,74,13
118,2,40,60,40,250,35,160,25,N,44.79,70,71,13
119,2,40,60,40,250,35,160,25,N,48,72,74,14
120,2,40,60,40,250,35,160,25,N,45.95,70,73,13
121,3,50,60,40,250,35,160,5,P,46.96,70,75,12
122,3,50,60,40,250,35,160,5,P,55.01,70,70,12
123,3,50,60,40,250,35,160,5,P,52.93,68,69,14
124,3,50,60,40,250,35,160,5,P,51.93,68,69,13
125,3,50,60,40,250,35,160,5,P,53.46,68,70,13
126,3,50,60,40,250,35,160,5,P,42.54,72,77,13
127,3,50,60,40,250,35,160,5,P,48.06,70,70,11
128,3,50,60,40,250,35,160,5,P,43.37,70,70,13
129,3,50,60,40,250,35,160,5,P,51.34,68,69,12
130,3,50,60,40,250,35,160,5,P,43.04,70,78,12
131,3,50,60,40,250,35,160,5,N,52.71,74,79,11
132,3,50,60,40,250,35,160,5,N,51.05,72,71,12
133,3,50,60,40,250,35,160,5,N,50.37,72,74,13
134,3,50,60,40,250,35,160,5,N,47.94,70,72,13
135,3,50,60,40,250,35,160,5,N,49.03,70,71,12
136,3,50,60,40,250,35,160,5,N,40.67,74,77,11
137,3,50,60,40,250,35,160,5,N,47.64,70,74,12
138,3,50,60,40,250,35,160,5,N,50.66,72,69,12
139,3,50,60,40,250,35,160,5,N,47.15,73,75,12
140,3,50,60,40,250,35,160,5,N,39.07,72,77,12
141,3,50,60,40,250,35,160,15,P,46.35,71,75,12
142,3,50,60,40,250,35,160,15,P,55.03,70,74,12
143,3,50,60,40,250,35,160,15,P,55.36,70,74,12
144,3,50,60,40,250,35,160,15,P,47.06,70,73,12
145,3,50,60,40,250,35,160,15,P,53.29,72,78,13
146,3,50,60,40,250,35,160,15,P,45.65,72,78,13
147,3,50,60,40,250,35,160,15,P,51.18,70,70,13
148,3,50,60,40,250,35,160,15,P,54.33,72,75,13
149,3,50,60,40,250,35,160,15,P,48,72,74,13
150,3,50,60,40,250,35,160,15,P,46.06,70,73,12
151,3,50,60,40,250,35,160,15,N,45.12,72,76,12
152,3,50,60,40,250,35,160,15,N,49.04,72,73,12
153,3,50,60,40,250,35,160,15,N,50.35,71,76,12
154,3,50,60,40,250,35,160,15,N,46.45,70,70,13
155,3,50,60,40,250,35,160,15,N,54.04,74,77,13
156,3,50,60,40,250,35,160,15,N,55.79,72,77,14
157,3,50,60,40,250,35,160,15,N,50.86,70,74,13
158,3,50,60,40,250,35,160,15,N,47.07,71,74,13
159,3,50,60,40,250,35,160,15,N,48.39,72,75,13
160,3,50,60,40,250,35,160,15,N,50.56,70,73,13
161,3,50,60,40,250,35,160,25,P,46.79,74,78,12
162,3,50,60,40,250,35,160,25,P,48.56,70,70,12
163,3,50,60,40,250,35,160,25,P,47.48,70,78,13
164,3,50,60,40,250,35,160,25,P,53.15,68,70,12
165,3,50,60,40,250,35,160,25,P,49.9,70,69,13
166,3,50,60,40,250,35,160,25,P,52.87,74,76,13
167,3,50,60,40,250,35,160,25,P,46.44,70,71,13
168,3,50,60,40,250,35,160,25,P,46.3,70,72,13
169,3,50,60,40,250,35,160,25,P,46.39,68,70,13
170,3,50,60,40,250,35,160,25,P,42.43,72,74,14
171,3,50,60,40,250,35,160,25,N,44.96,72,76,13
172,3,50,60,40,250,35,160,25,N,47.17,72,75,12
173,3,50,60,40,250,35,160,25,N,49.22,72,76,13
174,3,50,60,40,250,35,160,25,N,46.56,69,75,13
175,3,50,60,40,250,35,160,25,N,49.18,70,74,13
176,3,50,60,40,250,35,160,25,N,46.8,72,78,14
177,3,50,60,40,250,35,160,25,N,46.74,72,76,13
178,3,50,60,40,250,35,160,25,N,51.17,70,73,13
179,3,50,60,40,250,35,160,25,N,50.28,75,76,14
180,3,50,60,40,250,35,160,25,N,44.14,72,73,13
181,4,40,45,40,250,35,160,5,P,47.98,68,69,13
182,4,40,45,40,250,35,160,5,P,51.2,68,69,13
183,4,40,45,40,250,35,160,5,P,52.02,70,69,14
184,4,40,45,40,250,35,160,5,P,49.75,68,68,13
185,4,40,45,40,250,35,160,5,P,50.23,68,68,13
186,4,40,45,40,250,35,160,5,P,47.74,70,69,13
187,4,40,45,40,250,35,160,5,P,50.29,70,69,13
188,4,40,45,40,250,35,160,5,P,54.35,70,70,13
189,4,40,45,40,250,35,160,5,P,50.97,70,71,13
190,4,40,45,40,250,35,160,5,P,48.37,68,68,13
191,4,40,45,40,250,35,160,5,N,45.54,70,69,13
192,4,40,45,40,250,35,160,5,N,48.84,72,69,14
193,4,40,45,40,250,35,160,5,N,51.72,70,70,14
194,4,40,45,40,250,35,160,5,N,49.92,68,69,14
195,4,40,45,40,250,35,160,5,N,48.64,68,68,13
196,4,40,45,40,250,35,160,5,N,49.74,70,69,13
197,4,40,45,40,250,35,160,5,N,47.58,70,69,13
198,4,40,45,40,250,35,160,5,N,49.92,72,69,13
199,4,40,45,40,250,35,160,5,N,48.73,68,70,13
200,4,40,45,40,250,35,160,5,N,46.58,68,70,13
201,4,40,45,40,250,35,160,15,P,50.79,70,69,14
202,4,40,45,40,250,35,160,15,P,49.1,68,69,14
203,4,40,45,40,250,35,160,15,P,58.29,70,68,13
204,4,40,45,40,250,35,160,15,P,48.48,68,68,13
205,4,40,45,40,250,35,160,15,P,50.09,70,71,13
206,4,40,45,40,250,35,160,15,P,49.94,70,69,14
207,4,40,45,40,250,35,160,15,P,51.05,70,69,14
208,4,40,45,40,250,35,160,15,P,48.51,70,69,14
209,4,40,45,40,250,35,160,15,P,51.13,68,70,14
210,4,40,45,40,250,35,160,15,P,47.8,68,68,14
211,4,40,45,40,250,35,160,15,N,49.25,70,69,14
212,4,40,45,40,250,35,160,15,N,51.73,70,69,14
213,4,40,45,40,250,35,160,15,N,52.37,68,70,13
214,4,40,45,40,250,35,160,15,N,49.05,70,69,14
215,4,40,45,40,250,35,160,15,N,49.54,70,71,14
216,4,40,45,40,250,35,160,15,N,49.08,72,69,14
217,4,40,45,40,250,35,160,15,N,49.91,69,70,14
218,4,40,45,40,250,35,160,15,N,50.71,68,69,14
219,4,40,45,40,250,35,160,15,N,51.43,70,70,14
220,4,40,45,40,250,35,160,15,N,46.63,68,68,14
221,4,40,45,40,250,35,160,25,P,49.32,70,69,14
222,4,40,45,40,250,35,160,25,P,53.28,68,68,14
223,4,40,45,40,250,35,160,25,P,49.65,70,70,14
224,4,40,45,40,250,35,160,25,P,51.04,68,68,14
225,4,40,45,40,250,35,160,25,P,54.33,70,70,14
226,4,40,45,40,250,35,160,25,P,49.26,70,69,14
227,4,40,45,40,250,35,160,25,P,49.3,68,70,13
228,4,40,45,40,250,35,160,25,P,51.69,68,68,13
229,4,40,45,40,250,35,160,25,P,47.38,70,69,13
230,4,40,45,40,250,35,160,25,P,43.11,68,69,14
231,4,40,45,40,250,35,160,25,N,46.79,70,70,13
232,4,40,45,40,250,35,160,25,N,51.13,70,70,13
233,4,40,45,40,250,35,160,25,N,50.89,70,70,14
234,4,40,45,40,250,35,160,25,N,47.98,68,69,14
235,4,40,45,40,250,35,160,25,N,46.41,70,69,13
236,4,40,45,40,250,35,160,25,N,48.72,70,70,13
237,4,40,45,40,250,35,160,25,N,47.86,70,70,13
238,4,40,45,40,250,35,160,25,N,47.57,70,68,13
239,4,40,45,40,250,35,160,25,N,51.68,68,70,13
240,4,40,45,40,250,35,160,25,N,47.84,70,69,14
241,5,40,60,40,250,35,160,5,P,47.61,70,73,13
242,5,40,60,40,250,35,160,5,P,50.06,68,69,13
243,5,40,60,40,250,35,160,5,P,49.73,68,71,12
244,5,40,60,40,250,35,160,5,P,47.85,69,69,13
245,5,40,60,40,250,35,160,5,P,48.08,70,70,13
246,5,40,60,40,250,35,160,5,P,46.16,72,78,14
247,5,40,60,40,250,35,160,5,P,46.63,70,69,13
248,5,40,60,40,250,35,160,5,P,50.72,70,74,14
249,5,40,60,40,250,35,160,5,P,47.83,70,70,14
250,5,40,60,40,250,35,160,5,P,41.97,40,74,13
251,5,40,60,40,250,35,160,5,N,45.56,72,76,13
252,5,40,60,40,250,35,160,5,N,49.18,68,71,13
253,5,40,60,40,250,35,160,5,N,52.57,72,71,12
254,5,40,60,40,250,35,160,5,N,49.64,72,72,13
255,5,40,60,40,250,35,160,5,N,45.93,74,75,13
256,5,40,60,40,250,35,160,5,N,50.52,72,78,14
257,5,40,60,40,250,35,160,5,N,46.67,72,74,12
258,5,40,60,40,250,35,160,5,N,49.13,70,74,14
259,5,40,60,40,250,35,160,5,N,49.35,68,70,14
260,5,40,60,40,250,35,160,5,N,43.57,70,76,13
261,5,40,60,40,250,35,160,15,P,44.45,70,71,13
262,5,40,60,40,250,35,160,15,P,47.46,70,76,13
263,5,40,60,40,250,35,160,15,P,45.18,72,69,14
264,5,40,60,40,250,35,160,15,P,48.9,70,71,14
265,5,40,60,40,250,35,160,15,P,48.05,72,77,14
266,5,40,60,40,250,35,160,15,P,42.62,72,72,14
267,5,40,60,40,250,35,160,15,P,50.38,70,75,13
268,5,40,60,40,250,35,160,15,P,47.82,72,75,13
269,5,40,60,40,250,35,160,15,P,49.33,68,69,13
270,5,40,60,40,250,35,160,15,P,48.49,72,74,13
271,5,40,60,40,250,35,160,15,N,42.05,68,71,13
272,5,40,60,40,250,35,160,15,N,49.18,70,75,14
273,5,40,60,40,250,35,160,15,N,45.66,70,70,14
274,5,40,60,40,250,35,160,15,N,49.92,70,71,14
275,5,40,60,40,250,35,160,15,N,50.7,70,75,14
276,5,40,60,40,250,35,160,15,N,48.27,70,75,14
277,5,40,60,40,250,35,160,15,N,48.41,70,74,13
278,5,40,60,40,250,35,160,15,N,51.5,72,76,13
279,5,40,60,40,250,35,160,15,N,50.07,70,71,13
280,5,40,60,40,250,35,160,15,N,49.1,72,75,13
281,5,40,60,40,250,35,160,25,P,46.52,70,73,13
282,5,40,60,40,250,35,160,25,P,51.19,70,72,13
283,5,40,60,40,250,35,160,25,P,51.63,70,68,12
284,5,40,60,40,250,35,160,25,P,48.83,70,70,13
285,5,40,60,40,250,35,160,25,P,49.54,72,78,14
286,5,40,60,40,250,35,160,25,P,41.29,70,69,13
287,5,40,60,40,250,35,160,25,P,49.84,68,72,14
288,5,40,60,40,250,35,160,25,P,45,68,72,13
289,5,40,60,40,250,35,160,25,P,47.96,72,73,14
290,5,40,60,40,250,35,160,25,P,45.6,70,74,13
291,5,40,60,40,250,35,160,25,N,46.62,70,72,13
292,5,40,60,40,250,35,160,25,N,51.85,70,73,13
293,5,40,60,40,250,35,160,25,N,52.74,71,72,12
294,5,40,60,40,250,35,160,25,N,47.65,74,76,13
295,5,40,60,40,250,35,160,25,N,46.92,73,77,14
296,5,40,60,40,250,35,160,25,N,43.79,74,74,13
297,5,40,60,40,250,35,160,25,N,46.56,70,73,14
298,5,40,60,40,250,35,160,25,N,41.37,72,77,13
299,5,40,60,40,250,35,160,25,N,49.63,70,76,14
300,5,40,60,40,250,35,160,25,N,42.67,72,76,13
301,6,40,75,40,250,35,160,5,P,46.03,74,77,13
302,6,40,75,40,250,35,160,5,P,48.23,78,101,11
303,6,40,75,40,250,35,160,5,P,38.67,78,82,13
304,6,40,75,40,250,35,160,5,P,44.43,78,101,13
305,6,40,75,40,250,35,160,5,P,46.72,76,87,12
306,6,40,75,40,250,35,160,5,P,46.98,80,100,11
307,6,40,75,40,250,35,160,5,P,48.39,76,95,10
308,6,40,75,40,250,35,160,5,P,47.87,76,89,13
309,6,40,75,40,250,35,160,5,P,52.03,74,89,12
310,6,40,75,40,250,35,160,5,P,50.7,70,74,11
311,6,40,75,40,250,35,160,5,N,47.73,76,82,12
312,6,40,75,40,250,35,160,5,N,48.52,78,90,11
313,6,40,75,40,250,35,160,5,N,40.07,76,87,13
314,6,40,75,40,250,35,160,5,N,42.36,76,90,13
315,6,40,75,40,250,35,160,5,N,41.17,78,89,12
316,6,40,75,40,250,35,160,5,N,45.68,76,91,11
317,6,40,75,40,250,35,160,5,N,49.48,78,90,10
318,6,40,75,40,250,35,160,5,N,49.99,74,87,13
319,6,40,75,40,250,35,160,5,N,51.63,76,94,12
320,6,40,75,40,250,35,160,5,N,36.59,76,84,11
321,6,40,75,40,250,35,160,15,P,44.09,76,95,12
322,6,40,75,40,250,35,160,15,P,42.26,76,82,13
323,6,40,75,40,250,35,160,15,P,49.75,76,94,12
324,6,40,75,40,250,35,160,15,P,48.67,72,82,12
325,6,40,75,40,250,35,160,15,P,45.64,80,100,11
326,6,40,75,40,250,35,160,15,P,49.27,78,96,12
327,6,40,75,40,250,35,160,15,P,45.4,74,87,10
328,6,40,75,40,250,35,160,15,P,50.03,76,84,13
329,6,40,75,40,250,35,160,15,P,45.06,78,95,13
330,6,40,75,40,250,35,160,15,P,46.63,74,89,13
331,6,40,75,40,250,35,160,15,N,40.04,74,90,12
332,6,40,75,40,250,35,160,15,N,52.07,76,84,12
333,6,40,75,40,250,35,160,15,N,49.08,76,89,12
334,6,40,75,40,250,35,160,15,N,50.36,76,82,12
335,6,40,75,40,250,35,160,15,N,43.89,78,88,11
336,6,40,75,40,250,35,160,15,N,41.82,76,87,12
337,6,40,75,40,250,35,160,15,N,53.05,76,88,11
338,6,40,75,40,250,35,160,15,N,45.16,74,81,12
339,6,40,75,40,250,35,160,15,N,42.64,74,80,13
340,6,40,75,40,250,35,160,15,N,37.17,76,83,13
341,6,40,75,40,250,35,160,25,P,46.65,78,100,11
342,6,40,75,40,250,35,160,25,P,47.13,72,77,14
343,6,40,75,40,250,35,160,25,P,43.15,76,89,12
344,6,40,75,40,250,35,160,25,P,39.86,76,86,13
345,6,40,75,40,250,35,160,25,P,49.26,70,75,13
346,6,40,75,40,250,35,160,25,P,42.76,72,77,12
347,6,40,75,40,250,35,160,25,P,48.52,74,94,12
348,6,40,75,40,250,35,160,25,P,42.64,76,90,12
349,6,40,75,40,250,35,160,25,P,54.38,76,92,12
350,6,40,75,40,250,35,160,25,P,54.59,74,78,14
351,6,40,75,40,250,35,160,25,N,48.66,78,96,11
352,6,40,75,40,250,35,160,25,N,46.38,78,88,11
353,6,40,75,40,250,35,160,25,N,39.05,78,80,12
354,6,40,75,40,250,35,160,25,N,49.33,78,83,13
355,6,40,75,40,250,35,160,25,N,36.92,76,85,12
356,6,40,75,40,250,35,160,25,N,41.54,76,88,13
357,6,40,75,40,250,35,160,25,N,47.94,76,84,12
358,6,40,75,40,250,35,160,25,N,51.04,78,91,11
359,6,40,75,40,250,35,160,25,N,46.19,70,83,12
360,6,40,75,40,250,35,160,25,N,42.01,76,85,14
361,7,40,60,30,250,35,160,5,P,44.17,72,73,12
362,7,40,60,30,250,35,160,5,P,47.2,72,74,11
363,7,40,60,30,250,35,160,5,P,52.42,73,74,12
364,7,40,60,30,250,35,160,5,P,50.36,70,71,12
365,7,40,60,30,250,35,160,5,P,48.76,73,74,15
